"location","source","target"
"172030117-18-63","Tears of the Dishonored",""
"172030117-18-73","Baelborne Rock",""
"172030117-18-74","Windridge Cave",""
"172030117-18-144","Bhoriane",""
"172030117-18-615","The Endless Stair",""
"172030117-18-729","The Endless Stair",""
"172030117-18-867","Eastmarch Pathfinder",""
"172030117-18-872","Coldharbour",""
"172030117-18-989","Malabal Tor Skyshard Hunter",""
"172030117-19-63","Leki's Blade",""
"172030117-19-144","The Dead Hills",""
"172030117-19-867","The Rift Pathfinder",""
"172030117-19-989","Reaper's March Skyshard Hunter",""
"172030117-20-144","Northmoor",""
"172030117-20-867","Coldharbour Pathfinder",""
"172030117-20-989","Coldharbour Skyshard Hunter",""
"172030117-21-989","Cyrodiil: Covenant Territory Skyshards",""
"172030117-22-989","Cyrodiil: Pact Territory Skyshard Hunter",""
"172030117-23-989","Cyrodiil: Aldmeri Territory Skyshard Hunter",""
"173340693-0-1","DLC",""
"173340693-0-2","Bundles",""
"173340693-0-3","Consumables",""
"173340693-0-4","Mounts",""
"173340693-0-5","Pets",""
"173340693-0-6","Costumes",""
"173340693-0-7","Upgrades",""
"173340693-0-8","Services",""
"173340693-0-9","Food & Drink",""
"173340693-0-10","Potions",""
"173340693-0-11","Utility",""
"173340693-0-12","Crafting Motifs",""
"185724645-0-1","Good!",""
"185724645-1-1","Great!",""
"185724645-2-1","Awesome!",""
"185724645-3-1","Excellent!",""
"187173764-0-632","I recognize you. Sir Hughes wanted me to convey his regards.",""
"187173764-0-769","If rumors are to be believed, you saved King Emeric's life. Quite an honor!",""
"187173764-0-970","I had a brother at Firebrand Keep. I mourn his loss, but I am grateful you restored order there.",""
"187173764-0-1873","Bought your way out of some trouble at Dreughside, I hear.",""
"187173764-0-1874","So, you threw Baron Sorick to the wolves! He deserved it.",""
"187173764-0-2114","You're the darling who saved Rozenn Vanne, aren't you? Quite the hero!",""
"187173764-0-2151","I always thought Sir Hughes was such a dashing knight. It's sad what happened.",""
"187173764-0-2650","If I am not mistaken, you are a friend to Prince Azah. Safe roads to you then.",""
"187173764-0-2685","I heard some Redguard woman turned her husband into a dog! Imagine that!",""
"187173764-0-2726","Throne Keeper Farvad says you are Tu'whacca's champion. I hope it is true.",""
"187173764-0-2764","My brother worked the shipyards at Tava's Blessing. Thanks to you, he can soon return.",""
"187173764-0-2989","Imperial dogs! I thank Ruptga we have people like you to protect us.",""
"187173764-0-3023","I hear someone found Fontbonne's stash. Must've been something special.",""
"187173764-0-3037","I know you -- you're the one who saved Miranda from that awful husband of hers.",""
"187173764-0-3050","Sad about Miranda Arcole, isn't it? But I guess you did what you could.",""
"187173764-0-3055","You're the one who slew Master Muzgu, aren't you? Are you proud of that?",""
"187173764-0-3056","Is it really you? The one who saved Master Muzgu from the Supernal Dreamers?",""
"187173764-0-3064","Around Dreughside they say you took Baron Sorick down a peg or two. Had it coming.",""
"187173764-0-3098","You saved Count Hosni from that terrible woman. Good riddance, I say!",""
"187173764-0-3148","Aphren's Hold is once again a peaceful place, thanks to you.",""
"187173764-0-3174","Ah...the hero of Koeglin Village. Very impressive.",""
"187173764-0-3190","The death of Princess Lakana was so tragic, but we appreciate your efforts to save her.",""
"187173764-0-3646","Deleyn's Mill used to grow the sweetest berries in the spring. I wonder where we'll get them from now?",""
"187173764-0-3648","I heard that Gloria Fausta sacrificed herself to cure Duke Sebastien's affliction.",""
"187173764-0-3656","Did you hear that Duke Sebastien turned out to be a werewolf?",""
"187173764-0-3676","They say the Hag Fen is safe for travel these days. But I still hate nasty, smelly swamps.",""
"187173764-0-3692","I heard that Duke Sebastien was a werewolf so they put him in a cage.",""
"187173764-0-3872","Psst! I hear you helped get the latest batch of skooma into Sentinel. Thank you.",""
"187173764-0-3873","I understand you helped authorities crack down on the Bandaari. Very much appreciated.",""
"187173764-0-3925","Did you hear that someone purged the corruption from the Wyrd Tree?",""
"187173764-0-3956","What a relief! I heard that the Lion Guard has taken back Camlorn.",""
"187173764-0-3968","Someone found a magical talisman that will allow the Lion Guard to get into Angof's stronghold.",""
"187173764-0-4056","What's the world coming to when a rag-tag group of bandits like the Red Rooks can take over a town?",""
"187173764-0-4111","Thank you for saving Glenumbra! Thank you so much.",""
"187173764-0-4118","Did you hear what happened to that treasure hunter who looted Badwater mine? Dead. Strange, eh?",""
"187173764-0-4119","You're the one who helped that treasure hunter at Badwater mine. Must have been exciting.",""
"187173764-0-4278","The Crestshade refugees are safe and Captain Janeve survived the battle. You had something to do with that, didn't you?",""
"187173764-0-4476","Thank Vivec you stopped the Covenant from summoning Sadal!",""
"187173764-0-4481","Is it true they summoned Balreth to defeat the Daggerfall army at Davon's Watch?",""
"187173764-0-4508","Orcs commandeered Malak's Maw, but they were dealt with, thankfully. Orcs make me nervous.",""
"187173764-0-4523","Donel Fontbonne says you are the most honest person in all Stormhaven.",""
"187173764-0-4534","May Sithis grant a quick death to those afflicted with the plague.",""
"187173764-0-4545","An egg brother betrays his people in Silent Mire? Sithis take him for doing such a thing!",""
"187173764-0-4561","I can only imagine Tanval's grief at losing his son. Good thing you were there to defeat General Serien though.",""
"187173764-0-4564","If you have the respect of Clan Murtag, you have mine too.",""
"187173764-0-4567","You're the one who rooted out that spy and united the Ebonheart Pact!",""
"187173764-0-4595","There's trouble at the Deepcrag Den kwama mine. I'd steer clear of the area if I were you.",""
"187173764-0-4600","Any time I can cheer when a Dark Elf dies, I'll do it. Especially a Dark Elf as vile as Magistrix Vox.",""
"187173764-0-4642","I don't care what you say, the killer in Stormhold was a Shadowscale!",""
"187173764-0-4652","House Dres has spread your name far and wide.",""
"187173764-0-4675","Ashlanders nearly destroyed Muth Gnaar before they were stopped. To attack a place of healing...it makes no sense.",""
"187173764-0-4703","Kothringi or not, Drillk returned to the Hist. I don't care what my egg-sisters think.",""
"187173764-0-4732","They tell me you brought the Nords, Argonians, and Dunmer together to defeat Balreth.",""
"187173764-0-4951","Is it true that this Llodos Plague turned whatever it touched into a zombie?",""
"187173764-0-4956","You showed the Dominion at Murkwater. Burn, milk-suckers, burn! Ha!",""
"187173764-0-5037","A friend said the kwama at Deepcrag Den got all riled up and attacked the miners.",""
"187173764-0-5046","To be the last Kothringi...such a lonely thing. You must visit Drillk, now and again.",""
"187173764-0-5060","The temple appears as a nest disturbed. The Dark Elves swarm around it, seeming to busy themselves but accomplishing nothing.",""
"187173764-0-5061","The Dark Elves' Saint Veloth, his spirit apparently lingers at his shrine. I find that rather disturbing.",""
"187173764-0-5072","You have saved many lives by ending Vox's threat. What you did was good and right.",""
"187173764-0-5077","You have saved many lives by ending Vox's threat. What you did was good and right.",""
"187173764-0-5088","All those prisoners in White Rose, driven mad. Sometimes you have to weigh the odds.",""
"187173764-0-5094","How could you let those Imperial prisoners loose in Shadowfen? I bet they're up to no good.",""
"187173764-0-5096","Magistrix Vox did something terrible to the people of Selfora. Why is the Tribunal silent in the face of such atrocities?",""
"187173764-0-5131","You and Tanval kept that monster Sadal at bay. Thank you!",""
"187173764-0-5269","Curse those Reachmen for releasing Sinmur's ghost. It's a good thing you were there to warn the Pact.",""
"187173764-0-5359","Hail, Stral-killer!",""
"187173764-0-5364","Did you hear? Someone found that poor fool Tavo dead in an old ruin.",""
"187173764-0-5365","Everyone's talking about what you did for Nahrina, driving off that debt collector. That was so brave!",""
"187173764-0-5376","My brother was with you when you retook Fallowstone Hall.",""
"187173764-0-5409","Did you hear the tale of Sees-All-Colors? She betrayed the Fighters Guild to a Daedra!",""
"187173764-0-5415","Did you hear some cultists found an old Daedric shrine in Fungal Grotto? Killed all the Dreugh just to get at it.",""
"187173764-0-5429","The Summerset Isles are abuzz with the name Valaste. I'm proud a sister of Auridon would go so far in the Mages Guild!",""
"187173764-0-5483","Did you hear that someone is leading the giants that overran Lower Yorgrim?",""
"187173764-0-5496","You were at Fort Zeren. All those refugees. Good thing you were there.",""
"187173764-0-5501","It's a shame about all those Fort Zeren refugees. Thank goodness you were at the docks, though!",""
"187173764-0-5504","Sun on my scales! An Argonian woman made special advisor to the head of the Fighters Guild!",""
"187173764-0-5509","A Nord offered me something called Giant's Toe Mead. It was disgusting, but I pretended to like it.",""
"187173764-0-5575","There's the one that uncovered the plot against Jorunn the Skald-King.",""
"187173764-0-5602","Did you hear? They finally freed Fort Morvunskar from Fildgor Orcthane's troops.",""
"187173764-0-5613","The King and half the Pact are at Jorunn's Stand. They say the Orcthane has taken refuge in the Skuldafn hills.",""
"187173764-0-5624","There was some kind of cult, they say, right beneath the king's castle! Called 'em the Bad Man's Hallows.",""
"187173764-0-5644","The Hound heard no tales, if he thought kidnapping a maiden would result in victory.",""
"187173764-0-5650","I heard that someone found a way into Fort Cradlecrush and defeated the Stormfist leader there.",""
"187173764-0-5701","Those Keepers must keep you in their prayers each night.",""
"187173764-0-5719","Did you hear the Nords settled their quarrel without spilling any more blood? What a remarkable achievement!",""
"187173764-0-5720","The Nord traitor is dead. Long live the champion, and long live the Skald-King!",""
"187173764-0-5734","Rumors spread like water in a stream that one of my people saved the King. Perhaps now they will respect us.",""
"187173764-0-5736","The Silvenar is crucial to the Dominion's stability. His advisor's sacrifice won't be forgotten.",""
"187173764-0-5784","Did Thallik really try to open a portal to Oblivion?",""
"187173764-0-5789","I hope you twisted the knife in the Hound's guts, on behalf of the Green Lady.",""
"187173764-0-5827","None were loved more than Arithiel. I hope you're proud of yourself.",""
"187173764-0-5831","Word from Nimalten is that Aera Earth-Turner was a traitor? You were there. Is that true?",""
"187173764-0-5851","They give Arithiel all the credit, but I know it was you who ended Mauloch's terror.",""
"187173764-0-5865","Even with all of the Ebonheart Pact gathered, a spy managed to slip through and poison the King? Is this alliance that weak?",""
"187173764-0-5885","I heard you saved the life of Thane Unnvald. Too bad his worthless adviser escaped.",""
"187173764-0-5886","Terrible what happened to Thane Unnvald. I hope it was worth it.",""
"187173764-0-5935","Did you really meet Ysgramor himself?",""
"187173764-0-5955","Your heroism at Velyn Harbor is known far and wide. They should build you a statue.",""
"187173764-0-6012","My cousin was studying with Telenger at Ezduiin. Thank you for all you did there!",""
"187173764-0-6027","You stood among the standing stones of Tanzelwil! Auri-el be praised.",""
"187173764-0-6095","So you exposed Danus' little cannibal caravan, did you? Makes me sick to my gut just thinking about it.",""
"187173764-0-6096","Glad you found Sela and stopped those cannibals that killed her husband.",""
"187173764-0-6156","I always knew them Pellingares were up to no good. Well done.",""
"187173764-0-6161","Geirmund's Guardian. You have my respect.",""
"187173764-0-6181","The slayer of high kinlady Estre. Here, among us!",""
"187173764-0-6197","How could you let that alchemist from Phaer live? He was a monster!",""
"187173764-0-6270","They say Captain Khammo took another ship. You're why moon-sugar is so pricy, yes?",""
"187173764-0-6300","Praise the Eight! And praise be to you for your bravery at Torinaan.",""
"187173764-0-6304","You saved the Queen! Stars keep you safe, traveler.",""
"187173764-0-6379","Old Hjurring's been spreading tales of how you defeated Malana. Very impressive!",""
"187173764-0-6426","There's the one that stopped the attempt on the King's life.",""
"187173764-0-6446","Did you hear? Some Red Rook scum had a change of heart and actually helped the Lion Guard at Eagle's Brook? Ridiculous!",""
"187173764-0-6447","You hear what the cultists were doing at Eagle's Brook? Nasty business.",""
"187173764-0-6480","The savior of Skywatch! The Heritance training camp crushed!",""
"187173764-0-6526","You let that woman murder that doctor in Phaer, didn't you? Shame on you.",""
"187173764-0-6603","Nobody comes out of Crypt of Hearts alive. Nobody. How'd you do it?",""
"187173764-0-6654","Apparently a group of Fighters Guild soldiers got ambushed and taken to a prison. Tower of torture, flies, lies...something like that.",""
"187173764-0-6657","You fought beside Lord Gharesh-ri in Haven? This one should be so lucky!",""
"187173764-0-6861","I heard you let the Toothmaul Traitor go free. I guess everyone deserves a second chance.",""
"187173764-0-6862","That goblin-lover Nelanya speaks highly of you, stranger. Too bad she's a traitor.",""
"187173764-0-6924","No good comes from the Wood Orcs. Never forget Velyn Harbor!",""
"187173764-0-6950","You should've killed every last one of those Toothmaul Goblins. Why let their chief walk free?",""
"187173764-0-6951","Ridding our land of goblin scum and traitor whores! Threefold blessings to you!",""
"187173764-0-6965","I hear you recovered the legendary sword of King Aphren. Bravo!",""
"187173764-0-6966","Exile is better than a spy like Aera Earth-Turner deserved. You're more merciful than I would have been.",""
"187173764-0-6976","Can't imagine what the Worm Cult wanted with that museum in Rulanyil's Fall. Glad you took care of them.",""
"187173764-0-6996","They found another village, completely slaughtered. Mathragor's blood is on your hands.",""
"187173764-0-6997","It's probably for the best Mathragor no longer suffers. You did what you had to.",""
"187173764-0-7019","You bear the Brimstone Crown! So the Lava Queen's reign ends at last.",""
"187173764-0-7032","You the one killed Captain Rama? He was my cousin. Never liked him, though.",""
"187173764-0-7033","You caught Captain Rama, didn't you? None too soon, if you ask me.",""
"187173764-0-7060","The moons praise you for what you did at Moonmont, Hallowed.",""
"187173764-0-7161","You! Baron Sorick's in jail because of you. Best place for him.",""
"187173764-0-7209","You see Lord Diel's collection lately? Bastard displays harpies and eggs like they were trophies.",""
"187173764-0-7211","The Maormer would've destroyed the Malabar Tor mainland with their storms if it weren't for you.",""
"187173764-0-7252","You saved the Mane at Driladan pass. This one's friend was among the soldiers there.",""
"187173764-0-7253","I don't suppose you found any harpy feathers while you were in the Scar? I heard tailors pay a fortune for them.",""
"187173764-0-7280","Without you, so many more would have died at Dune. Bright moons.",""
"187173764-0-7285","I hear you wiped out a vampire lair in Glenumbra. We need more people like you 'round here.",""
"187173764-0-7289","I hear you wiped out a vampire lair in Glenumbra, then killed a child just because he was bitten. That's heartless.",""
"187173764-0-7343","Malabal Tor's better off without Captain Khammo. Now the rum sells at half price.",""
"187173764-0-7376","You saved the Mane at Driladan pass. This one's friend was among the soldiers there.",""
"187173764-0-7398","You did what had to be done, Hallowed. Bright moons watched you at Moonmont.",""
"187173764-0-7400","Did you hear that someone antagonized the giants into attacking Lower Yorgrim.",""
"187173764-0-7402","Unbelievable. A spy in the Thalmor's midst. It's a good thing you were there to discover the culprit.",""
"187173764-0-7424","Now that they're united, the Nords will excellent good allies.",""
"187173764-0-7431","Poor Hrondar. I'm going to miss sharing a cask with him.",""
"187173764-0-7434","I lost a brother to Captain Blackheart and his murderous crew. Thank you, for serving them justice.",""
"187173764-0-7524","I heard that someone released King Lalorian from the Lightless Oubliette.",""
"187173764-0-7536","What kind of monster orders our hatchlings murdered? I spit in Queen Ayrenn's eye!",""
"187173764-0-7557","I heard that you defeated the vampires that were feading on Long Haven.",""
"187173764-0-7572","Killed a Dominion deserter out near Loriasel. I have you to thank for making him flee.",""
"187173764-0-7574","Heard you touched a glowing egg and then talked to a tree. Must've been strange.",""
"187173764-0-7626","I heard that someone entered the Black Forge and shut it down. That should slow down the Dark Lord's plans!",""
"187173764-0-7656","Did you hear that a bunch of scholars and treasure-hunters were trapped in the Library of Dusk?",""
"187173764-0-7674","Were the Shadows Crawl Bosmer really wiped out?",""
"187173764-0-7675","I heard that the Bramblebreach Bosmer were all killed by the Shadows Crawl tribe.",""
"187173764-0-7709","This one was impressed by your fights at Thizzrini!",""
"187173764-0-7710","You...you were the one that drove the darkness from Akkhuz-ri! Moons be praised!",""
"187173764-0-7727","Lady Laurent sends her regards -- she still has that insufferable Stibbons with her.",""
"187173764-0-7728","Lady Laurent passed through here -- I think she may have finally fired that insufferable Stibbons.",""
"187173764-0-7767","Bakkhara spoke of your selflessness in Elden Hollow. If only we could all be so brave.",""
"187173764-0-7798","There is no greater shame than being an Ash'abah...and you joined willingly? So sad.",""
"187173764-0-7799","I know people despise the Ash'abah, but I appreciate the sacrifice you make, the sacrifice Sameer made.",""
"187173764-0-7804","You were there. Did Indaenir really rise from the dead?",""
"187173764-0-7871","You! Kargand died because of you! Who's going to care for our cub now?",""
"187173764-0-7876","I was nervous, thinking of trying to take the Chasm. It was tough, but we did it.",""
"187173764-0-7915","The Moon Hallowed! Bright moons guide you on your path, Hallowed.",""
"187173764-0-7929","You saw the first Mane, and walked the Path! Hallowed be praised!",""
"187173764-0-7971","Bergama's Magistrate should be taken into the desert and stoned to death. That is all.",""
"187173764-0-7972","They never learned what happened to all those missing people in Bergama. What a mystery!",""
"187173764-0-8105","Leki's Blade's well-run now, and I hear it's thanks to you. May Tall Papa bless your way.",""
"187173764-0-8106","Rumor has it you saved Leki's Blade from its old master. Well done!",""
"187173764-0-8124","Did you hear that the Great Shackle was destroyed?",""
"187173764-0-8125","Did you hear that the Great Shackle was destroyed?",""
"187173764-0-8126","Did you hear that the Great Shackle was destroyed?",""
"187173764-0-8127","Did you hear that the Great Shackle was destroyed?",""
"187173764-0-8152","The Planemeld is finally over. Does this mean we can go home now?",""
"187173764-0-8178","They say you're the one who closed the Daedric portal at Moonhenge.",""
"187173764-0-8194","This one was very pleased to hear of Vicereeve Pelidil's defeat.",""
"187173764-0-8199","With all that's terrible in the world, I can't thank you enough for helping Sarandel re-open her carnival.",""
"187173764-0-8200","You brought hope to the Gray Mire. There is so little, for my people. Thank you.",""
"187173764-0-8275","When the Withered Hand came, I feared all was lost. Thank you for saving us.",""
"187173764-0-8282","You faced the darkness in combat. You faced the Dro-m'Athra!",""
"187173764-0-8290","I saw the Fighters Guild outcast in the market yesterday. That Sees-All-Colors is dangerous.",""
"187173764-0-8297","I used to work in Kulati Mines. Good thing you closed them. They were too dangerous!",""
"187173764-0-8298","That Orc, Shagora, talks about you all the time! You did her a good turn, it seems.",""
"187173764-0-8553","Did you hear what happened at Hinault Farm? Some hero saved the family and the guards from Montclair's forces.",""
"187173764-0-8554","Those Montclair traitors ambushed the guard at Hinault Farm! I heard a stranger happened along and saved them all.",""
"187173764-0-8649","Rumor is that Count Ravenwatch found something important in the Lorkrata Hills. Was it a weapon, maybe? Or an ancient artifact of incredible power?",""
"187173764-0-8686","I can't believe the Duke's in trouble He did so many good things for Evermore's people.",""
"187173764-0-8687","Plots, plans, deception! Such times as we live in! Good thing the Duke won't be around any longer.",""
"187173764-0-8716","I'm glad you made the mayor of Southpoint pay for his crimes.",""
"187173764-0-8717","You met Sheogorath in Southpoint? What next, Boethiah in Marbruk?",""
"187173764-0-8771","The Doomcrag! It collapsed! I just hope that terrible Montclair was under it when it fell.",""
"187173764-0-8786","I'd heard tales of Nairume, but you freed her from Rajhin's prison! To become part of legend...I can't imagine!",""
"187173764-0-8800","There used to be more crows around. It's a lot quieter lately, and thank the gods, I can hear myself think again!",""
"187173764-0-8808","Hah! You'll soon hear of Queen Arzhela's exploits throughout Tamriel. She's as good a queen as that Elf, what's-her-name.",""
"187173764-0-8882","You were the one who sent Montclair's troops packing? You're a hero!",""
"187173764-0-8918","Thank the Eight, Bangkorai Pass is safe again. But at such a high cost to our kingdom....",""
"187173764-0-8940","The grandeya's safe, and the Imperials are gone. Our lives can begin again!",""
"187173764-0-8943","King Camoran Aeradan put his cousin Gelthior on trial. Don't worry, justice will be served.",""
"187173764-0-8944","The Blacksap Rebellion is all but gone. I heard the Vinedusk Rangers used a mercenary to shut them down.",""
"187173764-0-8947","You saw Queen Ayrenn step out of the Orrery? What a wondrous thing",""
"187173764-0-9005","All hail Queen Eselde, ruler of Shornhelm! May her wisdom and beauty guide us for years to come!",""
"187173764-0-9006","You helped the High King select King Alard? What an excellent choice, friend!",""
"187173764-0-9040","This one never trusted Ambassador Tarinwe. At least we'll have an embassy in Elden Root.",""
"187173764-0-9125","Northpoint was liberated, but did you hear what Baron Dorell did? He arrested his own son! That man is heartless, I tell you, Heartless!",""
"187173764-0-9144","High King Emeric's truly blessed. He's survived another attempt on his life!",""
"187173764-0-9268","The Crestshade refugees are safe, but Captain Janeve didn't survive the battle. I heard she died a hero.",""
"187173764-0-9318","I heard you convinced Martin Dathieu to enlist in the guard. I hope he's half the soldier his father was.",""
"187173764-0-9319","I heard you convinced Martin Dathieu to enlist in the guard. I hope he's half the soldier his father was.",""
"187173764-0-9320","I heard you convinced Martin Dathieu to enlist in the guard. I hope he's half the soldier his father was.",""
"187173764-0-9321","I heard you convinced Martin Dathieu to enlist in the guard. I hope he's half the soldier his father was.",""
"187173764-0-9349","That traitorous bastard Montclair is hiding atop the Doomcrag! Reports from the front say the guard are now in control of the Shrouded Pass.",""
"187173764-0-9363","Did you hear? The entire wedding party vanished! But the groom and some stranger rescued them all from Oblivion!",""
"187173764-0-9369","Did you hear? The entire wedding party vanished! But the groom and some stranger rescued them all from Oblivion!",""
"187173764-0-9370","Did you hear? The entire wedding party vanished! But the groom and some stranger rescued them all from Oblivion!",""
"187173764-0-9371","Did you hear? The entire wedding party vanished! But the groom and some stranger rescued them all from Oblivion!",""
"187173764-1-632","I grew up with Sir Hughes. Thank you for sparing his life.",""
"187173764-1-769","You saved King Emeric, didn't you? I can't wait to tell my friend we met.",""
"187173764-1-970","The Knights of the Flame say you saved their order. That's high praise.",""
"187173764-1-2114","Oh! I know you! Ingride Vanne told me to give you her regards!",""
"187173764-1-2151","Sir Hughes was once a good man, but killing Duchess Lakana could not be forgiven.",""
"187173764-1-2650","So you are the one King Fahara'jad has placed his faith in? I hope it is well-founded.",""
"187173764-1-2685","My friend Mordroc said you helped him...wouldn't share specifics though...",""
"187173764-1-2726","What you have done at Tu'whacca's throne...we will never forget.",""
"187173764-1-2764","What you accomplished at Tava's Blessing was a miracle! The gods are surely with you!",""
"187173764-1-2989","The liberator of Satakalaam! I salute you!",""
"187173764-1-3023","Some lucky bastard solved Frodibert Fontbonne's last puzzle. Wish that were me!",""
"187173764-1-3037","Glad you got that lunatic Serge off Miranda Arcole's neck. Well done.",""
"187173764-1-3050","You were involved in that mess at Farangel's Landing, weren't you? Sad business.",""
"187173764-1-3055","I heard you had to kill Master Muzgu to stop the Supernal Dreamers. Tough choice.",""
"187173764-1-3056","Say, didn't you save Master Muzgu? We're clan-brothers! Can't thank you enough.",""
"187173764-1-3098","Count Hosni's so thrilled with what you did for him, he's throwing another party!",""
"187173764-1-3148","I hear old Aphren's Hold is no longer haunted...if that was you, you have my thanks.",""
"187173764-1-3174","You brought Constable Pascal to justice, didn't you? That poor man.",""
"187173764-1-3190","Poor Princess Lakana! Thank you for trying to save her.",""
"187173764-1-3646","I'm just glad there were some survivors at the Mill. It could have been so much worse.",""
"187173764-1-3648","I heard that Duke Sebastien was a werewolf, but they cured him.",""
"187173764-1-3656","I heard that Duke Sebastien was a werewolf, so they killed him.",""
"187173764-1-3676","They say the Wyresses drove an old witch out of the Hag Fen. Even so, the Wyrd Sisters make me nervous.",""
"187173764-1-3692","Someone told me that Duke Sebastien is a werewolf. Can you believe it?",""
"187173764-1-3872","There is too much skooma coming into the Alik'r. Someone needs to stop these Bandaari!",""
"187173764-1-3873","It's about time someone put a stop to the skooma trade here. You are a hero, my friend.",""
"187173764-1-3925","There's the one that defeated the corrupted spirit inside of the Wyrd Tree.",""
"187173764-1-3956","An undead werewolf took over Camlorn? An undead ... Werewolf? How does that even work?",""
"187173764-1-3968","Rumor is the soldiers at the Redoubt are going to move on to Cath Bedraud.  May the Eight protect them.",""
"187173764-1-4056","The mines at Crosswych are invaluable. I'm not surprised the Red Rooks tried to take control of the place.",""
"187173764-1-4111","Angof's gone, but I wonder how long his creepy vines are going to stick around.",""
"187173764-1-4118","Heard they found some dead treasure hunter out by Badwater Mine. Cursed gemstones.",""
"187173764-1-4119","It seems some treasure hunter looted the Old Badwater Mine. Good for them.",""
"187173764-1-4278","You were the one who saved Camp Tamrith and killed Reezal-Jul? I hope you made him suffer.",""
"187173764-1-4476","You're the hero who defeated Alexandra Conele at Vivec's Antlers!",""
"187173764-1-4481","I understand you were instrumental in crushing the Daggerfall army at Davon's Watch.",""
"187173764-1-4508","There were rumors of Dark Elves disappearing near Malak's Maw. Turns out a gang of Orcs were behind it.",""
"187173764-1-4523","I recognize you! Donel Fontbonne sends his thanks for finding his inheritance.",""
"187173764-1-4534","Stay away from me! I don't want to get the plague!",""
"187173764-1-4545","I was sad to hear about the troubles in Silent Mire. Pirates, kidnapping. Is no place safe anymore?",""
"187173764-1-4561","The hero who defeated General Serien is always a welcome sight.",""
"187173764-1-4564","General Godrun says he owes his life to you...and his honor.",""
"187173764-1-4567","You saved countless lives, uncovering Rhavil Urano's treachery.",""
"187173764-1-4595","There was a problem at Deepcrag and I heard the owner sent his wife away.  Very curious.",""
"187173764-1-4600","I grew up in Narsis. I can't be this stupid plague almost turned the place into a ghost town.",""
"187173764-1-4642","You helped strengthen the Pact in Stormhold. Thank you.",""
"187173764-1-4652","Omin Dres won't shut up about you.",""
"187173764-1-4675","I heard the Vereansu attacked Muth Gnaar because the monks were using some sort of Daedric artifact.",""
"187173764-1-4703","When Drillk died, so did the source of the Knahaten Flu. You protected us all.",""
"187173764-1-4732","You're the hero of Ash Mountain, the slayer of Balreth!",""
"187173764-1-4951","Strangers in black helped House Hlaalu at the Gorge. Do you think ... No, that's impossible. They're all gone now.",""
"187173764-1-4956","I heard rumors you found a keystone. To hold such power!",""
"187173764-1-5037","Did you hear about Deepcrag Den? The poison leak? No one is really sure what happened.",""
"187173764-1-5046","This Drillk thinks himself a king, does he? Fine, as long as he bows to the Pact.",""
"187173764-1-5060","Can you believe it? I saw Almalexia herself! I am forever blessed by the Healing Mother.",""
"187173764-1-5061","How could anyone, let alone a Dark Elf, desecrate the Shrine of Saint Veloth? It's scandalous!",""
"187173764-1-5072","Magistrix Vox was finally defeated. What a shame, I heard she used to be one of Almalexia's hand maidens.",""
